track_name,track_artist,track_album_name,track_album_release_date,playlist_genre
Next To Me,Axel Johansson,Next To Me,2018-04-20,pop
Giant (with Rag'n'Bone Man),Calvin Harris,Giant (with Rag'n'Bone Man),2019-01-11,pop
Happier - Tiësto’s AFTR:HRS Remix,Ed Sheeran,Happier (Tiësto’s AFTR:HRS Remix),2018-06-01,pop
Hum With Me,John De Sohn,Hum With Me,2017-06-09,pop
Without You (feat. Sandro Cavazza),Avicii,AVĪCI (01),2017-08-10,pop
Call On Me - Ryan Riback Remix,Starley,Call On Me,2016-10-07,pop
Sad (feat. Afrojack),Chico Rose,Sad (feat. Afrojack),2019-08-30,pop
Stargazing,Kygo,Stargazing - EP,2017-09-21,pop
Symphony (feat. Zara Larsson),Clean Bandit,What Is Love? (Deluxe Edition),2018-11-30,pop
Stay Young,Mike Perry,Stay Young,2017-09-01,pop
More Than You Know,Axwell /\ Ingrosso,More Than You Know,2017-05-24,pop
Why Boy,Steff da Campo,Why Boy,2019-06-07,pop
The Nights,Avicii,The Days / Nights,2014-01-01,pop
Rich Love (with Seeb),OneRepublic,Rich Love,2017-07-14,pop
Mama,Jonas Blue,Blue,2018-11-09,pop
Feel Good,Felix Jaehn,I,2018-02-16,pop
IDGAF - Hazers Remix,Dua Lipa,IDGAF (Remixes),2018-02-23,pop
Breathe (feat. Ina Wroldsen),Jax Jones,Snacks,2019-07-12,pop
Rockstar,Ilkay Sencan,Rockstar,2019-06-21,pop
Jackie Chan,Tiësto,Jackie Chan,2018-05-18,pop
Moonlight,Gaullin,Moonlight,2018-09-07,pop
All I Wanna Do,Martin Jensen,All I Wanna Do,2016-04-08,pop
Sweet but Psycho,Ava Max,Sweet but Psycho,2018-08-17,pop
Melody - ANGEMI Remix,Lost Frequencies,"Melody (Remixes, Pt. 1)",37i9dQZF1DX3PIAZMcbo2T
High On Life (feat. Bonn),Martin Garrix,High On Life (feat. Bonn),2018-07-29,pop
So Am I,Ava Max,So Am I,2019-03-07,pop
I Know You - Vigiland Remix,Craig David,I Know You (Remixes),2018-02-09,pop
Through To You,Lyente,Through To You,2018-04-17,pop
Burn Out (feat. Dewain Whitmore),Martin Garrix,Burn Out (feat. Dewain Whitmore),2018-09-14,pop
Penny,Dimitri Vangelis & Wyman,Penny,2019-03-29,pop
Wait For Me,Steve Brian,Wait For Me,2018-10-12,pop
bad guy,Billie Eilish,"WHEN WE ALL FALL ASLEEP, WHERE DO WE GO?",37i9dQZF1DX3PIAZMcbo2T
Daylight (Airbeat One Anthem 2018),Fluex,Daylight (Airbeat One Anthem 2018),2018-06-22,pop
Imagine,Rob Tirea,Imagine,2018-04-13,pop
Apple Juice (feat. Carla Monroe) - MOTi Remix,SLATIN,Apple Juice (feat. Carla Monroe) [MOTi Remix],2018-11-30,pop
Glitch,Martin Garrix,Glitch,2018-12-14,pop
Brand New (Helium),Lvly,Brand New (Helium),2018-04-13,pop
Shades Of Voices (Original Mix),PULLER,Shades Of Voices (Original Mix),2017-01-23,pop
In Time,CAZZETTE,Stereo Mono,2018-10-12,pop
Halfway There (feat. Lena Leon),Tiësto,Halfway There (feat. Lena Leon),2019-03-15,pop
Spirit Of Freedom,Dropgun,Spirit Of Freedom,2019-01-25,pop
Mama Look at Me Now,Galantis,Satisfied (feat. MAX) / Mama Look at Me Now,2018-07-13,pop
Toxic Rain - No Class Remix,Alicia Madison,Toxic Rain (No Class Remix),2018-05-11,pop
The Beat,Mike Williams,The Beat,2018-07-23,pop
Wild Wild Son,Armin van Buuren,Wild Wild Son,2018-10-12,pop
Waiting For Love,Avicii,Stories,2015-10-02,pop
Shelter (Mix Cut) - Yoel Lewis Remix,Dash Berlin,Trance Top 1000 (Mini Mix 006) - Armada Music,2018-04-20,pop
Like I Do,David Guetta,Like I Do,2018-02-22,pop
Skyline,Catiso,Mercury,2018-02-23,pop
Callin' - Extended Mix,Lush & Simon,Callin',2018-06-01,pop
Roads,Vargas & Lagola,Roads,2018-02-09,pop
Jackie Chan,Tiësto,Jackie Chan,2018-05-18,pop
Came Here for Love,Sigala,Came Here for Love,2017-06-09,pop
Kids in Love - Don Diablo Remix,Kygo,Kids in Love (Don Diablo Remix),2018-05-11,pop
Let You Down - Chris Royal Remix,Bombs Away,Let You Down (Remixes),2018-04-16,pop
Mercury,Catiso,Mercury,2018-02-23,pop
Different Place,STVCKS,Different Place,2018-03-02,pop
One Last Time,Ariana Grande,My Everything (Deluxe),2014-08-22,pop
I Feel The Love,Tritonal,Painting With Dreams,2016-09-09,pop
No Brainer,DJ Khaled,No Brainer,2018-07-27,pop
Sun Is Shining,Axwell /\ Ingrosso,More Than You Know,2017-07-28,pop
Breathe,Jax Jones,Breathe,2017-12-01,pop
In the Name of Love,Martin Garrix,In the Name of Love,2016-07-29,pop
Pure Gold,oomiee,KEEN: Workout Vol. 1,2017-09-01,pop
Turning Up,ARASHI,Turning Up,2019-11-03,pop
Winter Hitori feat. ASOBOiSM,Shinn Yamada,Winter Hitori feat. ASOBOiSM,2019-12-11,pop
9と4分の3番線で君を待つ (Run Away) - Japanese Ver.,TOMORROW X TOGETHER,MAGIC HOUR,2020-01-14,pop
Nobody Knows,Hiroomi Tosaka,Who Are You?,2020-01-08,pop
One in a Million -奇跡の夜に-,GENERATIONS from EXILE TRIBE,SHONEN CHRONICLE,2019-11-21,pop
別世界,E-girls,別世界,2020-01-29,pop
Gimme GImme,iamSHUM,Gimme GImme,2019-12-11,pop
御伽の街,DAOKO,御伽の街,2020-01-15,pop
ボイスメモ No. 5,CHANMINA,ボイスメモ No. 5,2020-01-17,pop
Now & Forever (feat. SONPUB & 向井太一),香取慎吾,20200101,2020-01-01,pop
Make A Move - Pt. 2,EMMA WAHLIN,Make A Move (Pt. 2),2020-01-17,pop
光線,Ghost like girlfriend,光線,2020-01-15,pop
ZONE OF GOLD,Ryuji Imaichi,ZONE OF GOLD,2020-01-15,pop
LOVE + PARTY,CREAM,LOVE + PARTY,2019-12-25,pop
WAKE ME UP,THE RAMPAGE from EXILE TRIBE,FULLMETAL TRIGGER,2020-01-15,pop
New Page,INTERSECTION,New Page,2020-01-08,pop
Easy Breezy,chelmico,Easy Breezy,2020-01-17,pop
TOTSUKA feat. サイプレス上野,ASOBOiSM,TOTSUKA feat. サイプレス上野,2020-01-17,pop
taste,FlowBack,taste,2019-12-11,pop
I don’t wanna do,SARM,I don’t wanna do,2020-01-12,pop
A-RA-SHI:Reborn,ARASHI,A-RA-SHI : Reborn,2019-12-20,pop
Light,SIRUP,Light,2019-11-22,pop
Night Ship,Yo-Sea,Night Ship,2020-01-15,pop
Fly me 2,eill,SPOTLIGHT,2019-11-06,pop
Not Enough,Rei Yasuda,Asymmetry,2019-11-27,pop
COLORLESS,Daichi Miura,COLORLESS,2019-12-04,pop
New Shoes - feat.Shun Murakami,phai,New Shoes (feat.Shun Murakami),2020-01-15,pop
MarudeSaturday Night,BABY-T,MarudeSaturday Night,2019-12-02,pop
FUTARI x PARTY,CREAM,FUTARI x PARTY,2019-11-27,pop
SUPERSTAR,真之介,SUPERSTAR,2020-01-08,pop
Be on the Stage,KEITA,Be on the Stage,2019-12-18,pop
space shuttle,空音,space shuttle,2019-11-20,pop
Amazing!,Sakurako Ohara,Amazing!,2020-01-15,pop
TO-KE-TE,HAN-KUN,TO-KE-TE,2019-12-16,pop
JAM fo'freedom (SASUKE Remix),RUN THE FLOOR,THE 4CE,2020-01-15,pop
You're the Reason - English ver.,INTERSECTION,You're the Reason (English ver.),2019-12-25,pop
Made In JPN,DEAN FUJIOKA,Shelly,2019-12-11,pop
See You Later,Chocoholic,See You Later,2019-11-20,pop
Possible,片寄涼太,Possible,2020-01-07,pop
All Over You,Boys Get Hurt,All Over You,2019-12-23,pop
Where Would You Go?,SkyLogic,Where Would You Go?,2019-12-14,pop
Call My Name - Remix,YUTO,Call My Name (Remix),2019-10-26,pop
DAYZ,AAAMYYY,DAYZ,2019-11-13,pop
Simple Things,HarukiD,Simple Things,2020-01-12,pop
SUN DAY - Shinichi Osawa Remix,HIRAIDAI,SUN DAY (Shinichi Osawa Remix),2019-11-17,pop
SPOTLIGHT,eill,SPOTLIGHT,2019-11-06,pop
let me know,blanchehor,let me know,2019-11-09,pop
Y.E.S,KEITA,Y.E.S,2019-11-20,pop
Rich&Famous - feat. Sean Paul,Kumi Koda,re(CORD),2019-11-13,pop
ミズノナカヘ - Car TAX remix,yu-re:meu,Unstable Unstoppable,2020-01-11,pop
EASY LOVE,Gear 2nd,EASY LOVE,2019-10-30,pop
PARADE,Miliyah,PARADE,2019-10-26,pop
Obsession,広瀬大地,Obsession,2019-10-23,pop
Shine,DJ PIGER,Shine,2019-10-16,pop
Upside Down,RYPPHYPE,Upside Down,2019-11-20,pop
B.S.G.S.,sooogood!,B.S.G.S.,2019-11-20,pop
Bitten By You,Monkey Majik,Bitten By You,2019-10-23,pop
For Me,WAPLAN,For Me,2019-10-30,pop
Sway,AATA,BLUE MOMENT,2019-12-11,pop
Nobody,Beverly,INFINITY,2019-12-04,pop
Adios,EVERGLOW,HUSH,2019-08-19,pop
Dumb,BVNDIT,BE!,2019-11-05,pop
THURSDAY,GOT7,Call My Name,2019-11-04,pop
Snapping,CHUNG HA,Flourishing,2019-06-24,pop
WONDERLAND,ATEEZ,TREASURE EP.FIN: All To Action,2019-10-08,pop
DDU-DU DDU-DU,BLACKPINK,SQUARE UP,2018-06-15,pop
Like always,X1,QUANTUM LEAP,2019-08-27,pop
Answer,ATEEZ,TREASURE EPILOGUE : Action To Answer,2020-01-06,pop
피카부 Peek-A-Boo,Red Velvet,Perfect Velvet - The 2nd Album,2017-11-17,pop
DRIP,HINAPIA,New Start,2019-11-03,pop
Jopping,SuperM,SuperM - The 1st Mini Album,2019-10-04,pop
HIP,Mamamoo,reality in BLACK,2019-11-14,pop
BBoom BBoom,MOMOLAND,GREAT!,2018-01-03,pop
Dumb Litty,KARD,KARD 2nd Digital Single ‘Dumb Litty’,2019-09-22,pop
POP/STARS,K/DA,POP/STARS,2018-11-03,pop
MIDDLE OF THE NIGHT,Monsta X,MIDDLE OF THE NIGHT,2019-12-06,pop
Boy With Luv (feat. Halsey),BTS,MAP OF THE SOUL : PERSONA,2019-04-12,pop
Bon Bon Chocolat,EVERGLOW,ARRIVAL OF EVERGLOW,2019-03-18,pop
gogobebe,Mamamoo,White Wind,2019-03-14,pop
IDOL,BTS,Love Yourself 結 'Answer',2018-08-24,pop
MIC Drop (feat. Desiigner) [Steve Aoki Remix],BTS,MIC Drop (feat. Desiigner) [Steve Aoki Remix],2017-11-24,pop
KILLING ME,iKON,NEW KIDS : CONTINUE,2018-08-02,pop
As If It's Your Last,BLACKPINK,As If It's Your Last,2017-06-22,pop
MIROH,Stray Kids,Clé 1 : MIROH,2019-03-25,pop
Forever Love,YOUNGJAE,"O,on",37i9dQZF1DX4RDXswvP6Mj
BOSS,NCT,NCT 2018 EMPATHY,2018-03-14,pop
Forever Young,BLACKPINK,SQUARE UP,2018-06-15,pop
Egotistic,Mamamoo,RED MOON,2018-07-16,pop
Bomb Bomb,KARD,KARD 1st Digital Single ‘Bomb Bomb’,2019-03-27,pop
DNA,BTS,Love Yourself 承 'Her',2017-09-18,pop
Roller Coaster,CHUNG HA,Offset,2018-01-18,pop
YES or YES,TWICE,YES or YES,2018-11-05,pop
FLASH,X1,QUANTUM LEAP,2019-08-27,pop
HANN (Alone),(G)I-DLE,HANN (Alone),2018-08-14,pop
하드캐리 Hard Carry,GOT7,FLIGHT LOG : TURBULENCE,2016-09-27,pop
ME,CLC,ME,2019-05-30,pop
BAAM,MOMOLAND,Fun to The World,2018-06-26,pop
DDD,EXID,Full Moon,2017-11-08,pop
Starry Night,Mamamoo,Yellow Flower,2018-03-07,pop
Siren,SUNMI,WARNING,2018-09-26,pop
HIT,SEVENTEEN,HIT,2019-08-05,pop
Heroine,SUNMI,Heroine,2018-01-18,pop
Way Back Home,SHAUN,Take,2018-06-27,pop
I’m So Hot,MOMOLAND,Show Me,2019-03-20,pop
Me & You,EXID,WE,2019-05-15,pop
No,CLC,No.1,2019-01-30,pop
PICK ME,PRODUCE 48,PRODUCE 48 - NEKKOYA (PICK ME),2018-05-10,pop
WANT,TAEMIN,WANT - The 2nd Mini Album,2019-02-11,pop
Fever,GFRIEND,GFRIEND The 7th Mini Album `FEVER SEASON`,2019-07-01,pop
Room Shaker,Ailee,butterFLY,2019-07-02,pop
Power Up,Red Velvet,Summer Magic - Summer Mini Album,2018-08-06,pop
LALALAY 날라리,SUNMI,LALALAY 날라리,2019-08-27,pop
8282(Party),twlv,8282(Party),2019-08-04,pop
D.D.D,THE BOYZ,DREAMLIKE,2019-08-19,pop
Not That Type,gugudan,Act.5 New Action,2018-11-06,pop
Humph!,PENTAGON,SUM(ME:R),2019-07-17,pop
Play It Cool,Monsta X,Take.2 We Are Here.,2019-02-18,pop
AH YEAH,WINNER,WE,2019-05-15,pop
SHA LA LA,PENTAGON,Genie:us,2019-03-27,pop
SUNDAY,FANATICS,THE SIX,2019-08-06,pop
BEEP BEEP,RUANN,BEEP BEEP,2019-07-31,pop
The Only (feat. IRENE of Red Velvet),Raiden,The Only (feat. IRENE of Red Velvet),2019-08-02,pop
Break the Distance,ELYAZ,Break the Distance,2018-07-06,pop
I Could Get Used To This,Becky Hill,I Could Get Used To This,2019-03-29,pop
Therapy,Armin van Buuren,Therapy,2018-04-20,pop
Sunshine,David Guetta,Nothing but the Beat (Ultimate Edition),2012-12-07,pop
Giant - Robin Schulz Remix,Calvin Harris,Giant (Robin Schulz Remix),2019-02-15,pop
Somebody,The Chainsmokers,Sick Boy,2018-04-20,pop
Like I Love You,Lost Frequencies,Like I Love You,2018-09-14,pop
Walk Away,Alle Farben,Walk Away,2019-03-29,pop
I Need You,Armin van Buuren,I Need You,2017-01-27,pop
Without You (feat. Sandro Cavazza),Avicii,AVĪCI (01),2017-08-10,pop
Something Just Like This - Alesso Remix,The Chainsmokers,Something Just Like This (Remix Pack),2017-04-28,pop
Don't You Worry Child - Radio Edit,Swedish House Mafia,Don't You Worry Child,2012-09-14,pop
Fine Day,Keanu Silva,Fine Day,2018-07-27,pop
BOOM,Tiësto,BOOM,2018-01-26,pop
Whispers,ELYAZ,Whispers,2016-12-02,pop
Secrets - Radio Edit,Tiësto,Secrets (Radio Edit),2015-04-03,pop
Forever,Martin Garrix,Forever,2017-10-20,pop
Carry Me Home (feat. Jake Reese),KSHMR,Carry Me Home (feat. Jake Reese),2018-06-15,pop
A Sky Full of Stars,Coldplay,Ghost Stories,2014-05-19,pop
Don't Let Me Down - Illenium Remix,The Chainsmokers,Don't Let Me Down (Remixes),2016-05-27,pop
Selfish,Dimitri Vegas & Like Mike,Selfish,2019-02-15,pop
The Days,Avicii,The Days / Nights,2014-01-01,pop
My Way,Calvin Harris,My Way,2016-09-16,pop
I Love You,Axwell /\ Ingrosso,I Love You,2017-02-10,pop
Happy Now,Zedd,Happy Now,2018-07-18,pop
Born To Be Yours,Kygo,Born To Be Yours,2018-06-15,pop
Counting Stars,OneRepublic,Native,2013-01-01,pop
Recognise,Lost Frequencies,Recognise,2019-03-08,pop
Like I Love You,Lost Frequencies,Like I Love You,2018-09-14,pop
Don't Give Up On Me,Armin van Buuren,Don't Give Up On Me,2019-03-29,pop
Bromance - Avicii Remix,Tim Berg,10 Years Armada,2013-11-22,pop
This Is What It Feels Like,Armin van Buuren,Intense,2013-05-03,pop
If I Lose Myself - Alesso vs OneRepublic,OneRepublic,If I Lose Myself (Alesso vs OneRepublic),2013-01-01,pop
Lions in the Wild,Martin Garrix,Lions in the Wild,2016-05-27,pop
Blame,Calvin Harris,Motion,2014-10-31,pop
Lovers on the Sun (feat. Sam Martin),David Guetta,Listen (Deluxe),2014-11-24,pop
Broken Arrows,Avicii,Stories,2015-10-02,pop
Red Lights,Tiësto,A Town Called Paradise,2014-06-13,pop
Now That I've Found You,Martin Garrix,Now That I've Found You,2016-03-11,pop
I Could Be The One (Avicii Vs. Nicky Romero) - Radio Edit,Avicii,I Could Be The One [Avicii vs Nicky Romero],2012-01-01,pop
Something New,Axwell /\ Ingrosso,Something New,2015-01-20,pop
"Alone, Pt. II",700MviIgFKNTldTXmOAFOr,"Alone,Dance Pop Tunes
Family,The Chainsmokers,World War Joy,2019-12-06,pop
All That She Wants,Campsite Dream,All That She Wants,2020-01-10,pop
Push My Luck,The Chainsmokers,World War Joy...Push My Luck,2019-11-08,pop
Some Say - Felix Jaehn Remix,Nea,Some Say (Felix Jaehn Remix),2020-01-10,pop
Here Comes The Sun,Campsite Dream,Here Comes The Sun,2019-12-06,pop
Roses - Imanbek Remix,SAINt JHN,Roses (Imanbek Remix),2019-10-09,pop
Sad,Aivarask,Sad,2019-08-23,pop
Safety (feat. DJ Snake),GASHI,Safety (feat. DJ Snake),2019-08-28,pop
Summer Lover (feat. Devin & Nile Rodgers),Oliver Heldens,Summer Lover (feat. Devin & Nile Rodgers),2019-04-12,pop
We Got Love,Sigala,We Got Love,2019-11-01,pop
Mr Todd Terry,Riton,Mr Todd Terry,2019-12-13,pop
As Far as Feelings Go,Alle Farben,As Far as Feelings Go,2019-10-11,pop
Summer Fade (feat. Anna of the North),Snakehips,Summer Fade (feat. Anna of the North),2019-08-28,pop
Loving Myself (feat. Raphaella),Henri PFR,Loving Myself (feat. Raphaella),2019-11-29,pop
Haloes,Ina Wroldsen,Haloes,2019-09-20,pop
Gotta Let Go,Hypanda,Gotta Let Go,2019-08-30,pop
Narcotic,Younotus,Narcotic,2019-04-26,pop
Do You Mean (feat. Ty Dolla $ign & bülow),The Chainsmokers,World War Joy...Do You Mean,2019-04-26,pop
"My One (feat. Tory Lanez, Kranium & Dappy) (Todd Edwards Remix)",2oSfjj0NbhzK660glLOdbA,My One (Todd Edwards Remix),4SdfG4cPG3skmTiQLozZGh
Be Someone,CamelPhat,Be Someone,2019-06-04,pop
Do You Miss Me Much - Wookie Remix,Craig David,Do You Miss Me Much (Wookie Remix),2019-09-13,pop
Ghost,Au/Ra,Ghost,2019-10-17,pop
Stand By (feat. Rudimental) [#CWC19],LORYN,Stand By (feat. Rudimental) [#CWC19],2019-05-17,pop
Acid Dreams,MAX,Acid Dreams,2019-07-19,pop
Kills You Slowly,The Chainsmokers,World War Joy...Kills You Slowly,2019-03-29,pop
Don't Worry Bout Me - Alle Farben Remix,Zara Larsson,Don't Worry Bout Me (Remixes),2019-05-03,pop
Let Me Love You,Campsite Dream,Let Me Love You,2019-06-21,pop
Spicy - with Diplo & Charli XCX,Herve Pagez,Spicy (with Diplo & Charli XCX),2019-05-30,pop
Summer Lover (feat. Devin & Nile Rodgers) - Moguai Remix,Oliver Heldens,Summer Lover (Moguai Remix) (feat. Devin & Nile Rodgers),2019-06-28,pop
Mistaken (feat. Alex Aris),Martin Garrix,Mistaken (feat. Alex Aris),2019-03-31,pop
Instagram - Dimitri Vegas & Like Mike VS Trobi Remix,Dimitri Vegas & Like Mike,Instagram (The Remixes),2019-11-08,pop
Do It Again,Steve Aoki,Do It Again,2019-04-19,pop
Can We Pretend (feat. Cash Cash),P!nk,Can We Pretend (feat. Cash Cash),2019-04-11,pop
On My Way,Alan Walker,On My Way,2019-03-21,pop
Body 2 Body,MK,Body 2 Body,2019-05-10,pop
Late Night Feelings - Jax Jones Midnight Snack Remix,Mark Ronson,Late Night Feelings (Jax Jones Midnight Snack Remix),2019-05-20,pop
Shy Guy,Campsite Dream,Shy Guy,2019-04-12,pop
Late Night Feelings (feat. Lykke Li),Mark Ronson,Late Night Feelings (feat. Lykke Li),2019-04-12,pop
No New Friends - Dombresky Remix,Sia,No New Friends (Remixes),2019-05-16,pop
"I Can’t Get Enough (benny blanco, Selena Gomez,benny blanco,79, Selena Gomez
"Heaven Can Wait (feat. Sia, Diplo,62,0ujHQ5WCLuKJQXOqXpGtpf,2019-04-12
All My Friends (feat. Tinashe & Chance the Rapper),Snakehips,All My Friends (feat. Tinashe & Chance the Rapper),2015-10-21,pop
Dancing With A Stranger (with Normani),Sam Smith,Dancing With A Stranger (with Normani),2019-01-11,pop
Play,K-391,Play,2019-08-30,pop
Say You'll Be There,Campsite Dream,Say You'll Be There,2019-01-18,pop
Diamond Heart,Alan Walker,Different World,2018-12-14,pop
Paris,The Chainsmokers,Paris,2017-01-13,pop
Stole the Show,Kygo,Cloud Nine,2016-05-13,pop
Lose Yourself to Dance,Daft Punk,Random Access Memories,2013-05-17,pop
Say My Name,David Guetta,7,2018-09-14,pop
Hold My Girl - Martin Jensen Remix,George Ezra,Hold My Girl (Remixes),2018-11-23,pop
Final Song,MØ,Final Song,2016-05-13,pop
Slow Down (with Calvin Harris),Normani,Normani x Calvin Harris,2018-10-22,pop
Cheerleader - Felix Jaehn Remix Radio Edit,OMI,Me 4 U,2015-10-16,pop
Born To Be Yours,Kygo,Born To Be Yours,2018-06-15,pop
Changes,Faul & Wad Ad,Changes,2013-11-15,pop
No Diggity,Campsite Dream,No Diggity,2016-09-23,pop
Never Forget You,Zara Larsson,So Good,2017-03-17,pop
One Kiss (with Dua Lipa) - Oliver Heldens Remix,Calvin Harris,One Kiss (with Dua Lipa) [Remixes],2018-07-13,pop
"Feels (feat. Pharrell Williams, Katy Perry & Big Sean)",2HaqChIDc5go3qxVunBDK0,Funk Wav Bounces Vol.1,4SdfG4cPG3skmTiQLozZGh
Praise You - Purple Disco Machine Remix,Fatboy Slim,Praise You (Purple Disco Machine Remix),2018-11-02,pop
Back & Forth,MK,Back & Forth,2018-09-07,pop
Slide (feat. Frank Ocean & Migos),Calvin Harris,Slide (feat. Frank Ocean & Migos),2017-02-24,pop
Get Lucky (feat. Pharrell Williams & Nile Rodgers) - Radio Edit,Daft Punk,Get Lucky (feat. Pharrell Williams & Nile Rodgers) [Radio Edit],2013-04-19,pop
Giving Up (feat. Jaden Michaels),QUIX,Illusions EP,2018-11-09,pop
17,MK,17,2017-09-01,pop
Lullaby,Sigala,Lullaby,2018-02-23,pop
Who Do You Love,The Chainsmokers,Who Do You Love,2019-02-07,pop
Fire In My Soul,Oliver Heldens,Fire In My Soul,2018-10-26,pop
We Don't Talk,Wiktoria,We Don't Talk,2020-01-17,pop
Love You Better,John De Sohn,Love You Better,2019-11-15,pop
Top of the World - Erlandsson Remix,Vide,Top of the World (The Remixes),2020-01-03,pop
The Rest Will Follow,Ludvigsson,The Rest Will Follow,2019-11-22,pop
So It Goes,Caj Morgan,So It Goes,2019-12-27,pop
Unbelievable,Andrew Roman,Unbelievable,2019-12-06,pop
Photograph,Ljung,Photograph,2019-12-06,pop
Faded,John De Sohn,Made For You,2019-11-29,pop
Only You,Hogland,Only You,2019-11-15,pop
I Don't Know,Ericé,I Don't Know,2019-11-29,pop
Too Close,Ria Mae,Too Close,2019-10-16,pop
Hole in the Roof,AronChupa,Hole in the Roof,2019-11-22,pop
Nobody Else,Wahlstedt,Nobody Else,2019-11-22,pop
Dance Monkey,Skylike,Dance Monkey,2019-09-06,pop
Free,JRL,Free,2019-11-29,pop
My Own Dance,Kesha,My Own Dance,2019-11-21,pop
Bigger Than,Justin Jesso,Bigger Than,2019-11-15,pop
I Got Eyes,John De Sohn,I Got Eyes,2019-09-20,pop
Bleed,Haze & Mellow,Bleed,2019-11-22,pop
Hold on Tight,Sterkøl,Hold on Tight,2019-11-01,pop
Once and for All,Moe Aly,Once and for All,2019-11-22,pop
Fantasy,Laureano,Fantasy,2019-11-08,pop
We Are the Young,Addal,We Are the Young,2019-11-08,pop
No Fear No More,Madeon,Good Faith,2019-11-15,pop
Baianá,Bakermat,Baianá,2019-11-08,pop
Coming Home,TooManyLeftHands,Coming Home,2019-11-22,pop
Boots,Greyson Chance,Boots,2019-11-08,pop
Heading Home,Ludvigsson,Heading Home,2019-09-27,pop
Somebody Out There,Lost Kings,Somebody Out There,2019-10-18,pop
Better Half of Me - R3HAB Remix,Tom Walker,Better Half of Me (R3HAB Remix),2019-10-03,pop
Say It Again,AJ Mitchell,Say It Again,2019-11-08,pop
You & I,TRXD,You & I,2019-10-25,pop
Alive,henrikz,Alive,2019-10-18,pop
Amsterdam,Frans,Amsterdam,2019-09-20,pop
Cross My Heart,Hogland,Cross My Heart,2019-09-13,pop
what happened,jayover,what happened,2019-10-25,pop
Ride It,Regard,Ride It,2019-07-26,pop
Somebody,Erlandsson,Somebody,2019-10-11,pop
Thinkin Bout You,Jonasu,Thinkin Bout You,2019-10-18,pop
Summertime Love,Captain Cuts,Summertime Love,2019-08-23,pop
I Could Get Used To This,Martin Jensen,I Could Get Used To This,2019-10-04,pop
LA & The Parties,Lost Kings,LA & The Parties,2019-10-11,pop
Lovers + Strangers,Starley,Lovers + Strangers,2019-10-11,pop
Too Close,Sterkøl,Too Close,2019-09-06,pop
Fallin',Sick Individuals,Fallin',2019-10-11,pop
Tear Me Down (feat. Philip Rustad),Davai,Tear Me Down (feat. Philip Rustad),2019-09-20,pop
Perspective,AMAANDA,Perspective,2019-09-20,pop
Cali Girl,Papa Ya,Cali Girl,2019-09-27,pop
Choir - Remix,Guy Sebastian,Choir (Remix),2019-09-27,pop
Cut to the Chase,Roman Müller,Cut to the Chase,2019-08-30,pop
